"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","Создание объявления c названием, состоящим из пустого ввода: ''","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","760","Получить статистику по объявлению","Advertisements statistics service","Wed Mar 25 20:07:34 UTC 2026","passed","Wed Mar 25 20:07:34 UTC 2026","Get entity","Advertisements","",""
"","141","Создание объявления c ценой, состоящей из вещественного числа: '3399.99'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","146","Создание объявления c ценой, состоящей из значения в типе данных array: '[1000]'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления c идентификатором продавца, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:07:58 UTC 2026","passed","Wed Mar 25 20:07:58 UTC 2026","Create entity","Advertisements","",""
"","908","Получить объявление","Advertisements statistics service","Wed Mar 25 20:07:33 UTC 2026","passed","Wed Mar 25 20:07:34 UTC 2026","Get entity","Advertisements","",""
"","735","Получить объявления","Advertisements statistics service","Wed Mar 25 20:07:33 UTC 2026","passed","Wed Mar 25 20:07:34 UTC 2026","Get entities","Advertisements","",""
"","142","Создание объявления cо статистикой поля view_count, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","144","Получение статистики у несуществующего объявления","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","passed","Wed Mar 25 20:08:06 UTC 2026","Get entity","Advertisements","",""
"","141","Получение статистики у объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 20:08:06 UTC 2026","skipped","Wed Mar 25 20:08:06 UTC 2026","Get entity","Advertisements","",""
"","142","Создание объявления cо статистикой поля view_count, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","146","Создание объявления c названием, состоящим из значения в типе данных number: '123456'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","145","Создание объявления cо статистикой поля likes, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","150","Получение объявлений по несуществующему seller_id","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","skipped","Wed Mar 25 20:08:05 UTC 2026","Get entities","Advertisements","",""
"","432","Создание объявления c ценой, состоящей из числа миллион: '1000000'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","passed","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","770","Создание объявления cо статистикой поля contacts, состоящей из '1'","Advertisements statistics service","Wed Mar 25 20:07:56 UTC 2026","passed","Wed Mar 25 20:07:57 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления cо статистикой поля view_count, состоящей из '0'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","skipped","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля likes, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления cо статистикой поля view_count, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","skipped","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления c названием, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля likes, состоящим из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления c ценой, состоящей из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления c ценой, состоящей из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","801","Создать объявление","Advertisements statistics service","Wed Mar 25 20:07:32 UTC 2026","passed","Wed Mar 25 20:07:33 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля contacts, состоящим из пустой строки: ''","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления cо статистикой поля contacts, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","141","Получение статистики у объявления c невалидным uuid","Advertisements statistics service","Wed Mar 25 20:08:06 UTC 2026","passed","Wed Mar 25 20:08:06 UTC 2026","Get entity","Advertisements","",""
"","138","Получение объявлений по невалидному seller_id","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","skipped","Wed Mar 25 20:08:05 UTC 2026","Get entities","Advertisements","",""
"","432","Создание объявления cо статистикой поля view_count, состоящей из '10000'","Advertisements statistics service","Wed Mar 25 20:07:57 UTC 2026","passed","Wed Mar 25 20:07:58 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления без поля name","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","421","Создание объявления cо статистикой поля likes, состоящей из '10000'","Advertisements statistics service","Wed Mar 25 20:07:57 UTC 2026","passed","Wed Mar 25 20:07:57 UTC 2026","Create entity","Advertisements","",""
"","431","Создание объявления cо статистикой поля likes, состоящей из '1'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления c ценой, состоящей из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","448","Создание объявления c названием, состоящим из точки в конце: 'Приставка.'","Advertisements statistics service","Wed Mar 25 20:07:58 UTC 2026","passed","Wed Mar 25 20:07:58 UTC 2026","Create entity","Advertisements","",""
"","145","Создание объявления без поля статистики likes","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля likes, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","146","Создание объявления c идентификатором продавца, состоящим из пустой строки: ''","Advertisements statistics service","Wed Mar 25 20:07:58 UTC 2026","passed","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления c ценой, состоящей из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","passed","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","146","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления cо статистикой поля view_count, состоящим из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля view_count, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления cо статистикой поля likes, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","skipped","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления c ценой, состоящей из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля contacts, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления cо статистикой поля likes, состоящей из '0'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","skipped","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","143","Получение объявления c невалидным uuid","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","passed","Wed Mar 25 20:08:05 UTC 2026","Get entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","360","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","139","Создание объявления c названием, состоящим из одной кириллической буквы: 'А'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","skipped","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","138","Создание объявления c ценой, состоящей из отрицательного числа: '-1000'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","skipped","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","147","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления cо статистикой поля contacts, состоящей из '0'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","skipped","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления cо статистикой поля view_count, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","144","Создание объявления cо статистикой поля view_count, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления c ценой, состоящей из пустой строки: ''","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","145","Создание объявления cо статистикой поля likes, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля contacts, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:03 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления c идентификатором продавца, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","passed","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","802","Создание объявления -> получение -> получение всех -> получение статистики","Advertisements statistics service","Wed Mar 25 20:08:25 UTC 2026","passed","Wed Mar 25 20:08:26 UTC 2026","TestE2EAdvertisement","Advertisements","",""
"","140","Получение объявлений с seller_id = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","skipped","Wed Mar 25 20:08:05 UTC 2026","Get entity","Advertisements","",""
"","901","Создание объявления cо статистикой поля view_count, состоящей из '1'","Advertisements statistics service","Wed Mar 25 20:07:55 UTC 2026","passed","Wed Mar 25 20:07:56 UTC 2026","Create entity","Advertisements","",""
"","430","Создание объявления c ценой, состоящей из цифры: '1'","Advertisements statistics service","Wed Mar 25 20:07:58 UTC 2026","passed","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","145","Создание объявления без поля статистики view_count","Advertisements statistics service","Wed Mar 25 20:08:03 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления cо статистикой поля likes, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления c названием, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","skipped","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления без поля price","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления c идентификатором продавца, состоящим из значения в типе данных string: '999'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","passed","Wed Mar 25 20:07:59 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления c названием, состоящим из арабской вязи: 'سلسلة اختبار'","Advertisements statistics service","Wed Mar 25 20:08:00 UTC 2026","skipped","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","149","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","141","Создание объявления cо статистикой поля contacts, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","147","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:04 UTC 2026","Create entity","Advertisements","",""
"","140","Создание объявления c ценой, состоящей из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","Wed Mar 25 20:08:02 UTC 2026","passed","Wed Mar 25 20:08:02 UTC 2026","Create entity","Advertisements","",""
"","143","Создание объявления c ценой, состоящей из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","Wed Mar 25 20:08:01 UTC 2026","passed","Wed Mar 25 20:08:01 UTC 2026","Create entity","Advertisements","",""
"","142","Создание объявления без объекта statistics","Advertisements statistics service","Wed Mar 25 20:08:04 UTC 2026","passed","Wed Mar 25 20:08:05 UTC 2026","Create entity","Advertisements","",""
"","473","Создание объявления c названием, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","Wed Mar 25 20:07:59 UTC 2026","skipped","Wed Mar 25 20:08:00 UTC 2026","Create entity","Advertisements","",""
"","142","Получение объявления с uuid = 'Пустой ввод'","Advertisements statistics service","Wed Mar 25 20:08:05 UTC 2026","skipped","Wed Mar 25 20:08:05 UTC 2026","Get entity","Advertisements","",""
