"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","26","Создание объявления c ценой, состоящей из вещественного числа: '3399.99'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления cо статистикой поля view_count, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","70","Создание объявления без поля price","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","18","Создание объявления cо статистикой поля likes, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления c ценой, состоящей из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","17","Создание объявления c ценой, состоящей из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","12","Создание объявления c ценой, состоящей из отрицательного числа: '-1000'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления cо статистикой поля view_count, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля likes, состоящим из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","329","Создание объявления cо статистикой поля contacts, состоящей из '10000'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления c идентификатором продавца, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Получение несуществующего объявления","Advertisements statistics service","2026-03-25","passed","2026-03-25","Get entity","Advertisements","",""
"","12","Получение статистики у объявления с uuid = 'Пустой ввод'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Get entity","Advertisements","",""
"","35","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных string: '999'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления c идентификатором продавца, состоящим из значения в типе данных string: '999'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления c названием, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","19","Создание объявления cо статистикой поля contacts, состоящим из пустой строки: ''","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления c идентификатором продавца, состоящим из латинских букв: 'John'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","25","Создание объявления cо статистикой поля view_count, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления c идентификатором продавца, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","36","Создание объявления cо статистикой поля view_count, состоящей из '1'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","11","Создание объявления cо статистикой поля contacts, состоящим из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных null: 'None'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","11","Создание объявления c названием, состоящим из одной кириллической буквы: 'А'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля likes, состоящим из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","47","Создание объявления c ценой, состоящей из цифры: '1'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления cо статистикой поля likes, состоящим из значения в типе данных string: '999'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления без поля name","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","17","Создание объявления c названием, состоящим из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","68","Получить статистику по объявлению","Advertisements statistics service","2026-03-25","passed","2026-03-25","Get entity","Advertisements","",""
"","10","Получение объявлений по невалидному seller_id","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Get entities","Advertisements","",""
"","19","Создание объявления cо статистикой поля likes, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","20","Создание объявления cо статистикой поля view_count, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","12","Создание объявления без поля статистики likes","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","48","Создание объявления c названием, состоящим из точки в конце: 'Приставка.'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","22","Создание объявления c ценой, состоящей из отрицательного вещественного числа: '-1549.49'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления c ценой, состоящей из значения в типе данных null: 'None'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления c идентификатором продавца, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","48","Создание объявления c названием, состоящим из кирилических букв: 'Телевизор Закат'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","27","Получение объявлений по несуществующему seller_id","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Get entities","Advertisements","",""
"","12","Создание объявления cо статистикой поля contacts, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","17","Создание объявления c идентификатором продавца, состоящим из значения в типе данных boolean: 'True'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","17","Получение статистики у объявления c невалидным uuid","Advertisements statistics service","2026-03-25","passed","2026-03-25","Get entity","Advertisements","",""
"","10","Создание объявления cо статистикой поля contacts, состоящей из '0'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","16","Создание объявления cо статистикой поля likes, состоящим из пустой строки: ''","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","12","Создание объявления cо статистикой поля contacts, состоящим из японских иероглифов: '東京は美しいです'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","11","Создание объявления c ценой, состоящей из значения в типе данных boolean: 'True'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","25","Создать объявление","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","11","Получение объявления с uuid = 'Пустой ввод'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Get entity","Advertisements","",""
"","36","Создание объявления cо статистикой поля likes, состоящей из '1'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","16","Получение статистики у несуществующего объявления","Advertisements statistics service","2026-03-25","passed","2026-03-25","Get entity","Advertisements","",""
"","258","Создание объявления cо статистикой поля view_count, состоящим из очень большого числа: '10000000000000000000000000'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления c ценой, состоящей из пустой строки: ''","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","21","Создание объявления c ценой, состоящей из значения в типе данных array: '[1000]'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","57","Создание объявления без поля статистики view_count","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","47","Создание объявления c названием, состоящим из латинских букв: 'PearBook Lite'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления c названием, состоящим из спецсимволов: '!@!#$@$#%#$@%'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","96","Создание объявления -> получение -> получение всех -> получение статистики","Advertisements statistics service","2026-03-25","passed","2026-03-25","TestE2EAdvertisement","Advertisements","",""
"","28","Создание двух одинаковых объявления","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","19","Создание объявления без объекта statistics","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","38","Создание объявления cо статистикой поля contacts, состоящей из '1'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","16","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных array: '[1000]'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления cо статистикой поля contacts, состоящим из значения в типе данных string: '999'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","294","Создание объявления c названием, состоящим из пробела в конце: 'Телефон '","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","15","Создание объявления cо статистикой поля view_count, состоящим из пустой строки: ''","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля likes, состоящим из вещественного числа: '3399.99'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","12","Создание объявления cо статистикой поля view_count, состоящей из '0'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","13","Создание объявления cо статистикой поля contacts, состоящим из отрицательного числа: '-1000'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","11","Создание объявления c названием, состоящим из значения в типе данных array: '['Чайник 1000W']'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","23","Создание объявления cо статистикой поля view_count, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","12","Создание объявления c названием, состоящим из арабской вязи: 'سلسلة اختبار'","Advertisements statistics service","2026-03-25","skipped","2026-03-25","Create entity","Advertisements","",""
"","14","Создание объявления без поля статистики contacts","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","19","Создание объявления c ценой, состоящей из SQL инъекции: '' OR 1=1 --'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","23","Создание объявления cо статистикой поля likes, состоящим из спецсимволов: '%:№;$#%#$@%'","Advertisements statistics service","2026-03-25","passed","2026-03-25","Create entity","Advertisements","",""
"","66","Получить объявление","Advertisements statistics service","2026-03-25","passed","2026-03-25","Get entity","Advertisements","",""
